,Listings id,Last year reviews,Host since,Host is superhost,Host number of listings,Neighbourhood,Beds number,Bedrooms number,Property type,Maximum allowed guests,Price,Total reviews,Rating score,Accuracy score,Cleanliness score,Checkin score,Communication score,Location score,Value for money score,Reviews per month,City,Season,Bathrooms number,Bathrooms type,Coordinates,Date of scraping
1943,12014296.0,0,3/24/2016,Host,2,Centro Storico,1,1,Entire home,5,139.0,107,4.83,4.92,4.92,4.92,4.96,4.88,4.87,1.14,Firenze,Early Winter,1,private,"43.7701, 11.26148",12/15/2024
238493,51273344.0,31,7/28/2016,Host,5,XIII Aurelia,2,1,Private room,3,68.0,78,4.36,4.31,4.62,4.36,4.42,4.37,4.28,2.2,Roma,Early Autumn,1,private,"41.89493891801688, 12.439672575359626",9/15/2024
126855,9.65e+17,9,7/13/2021,Host,1,Mercato,2,2,Entire home,6,74.0,9,4.67,4.78,4.89,4.89,5.0,4.22,4.78,1.42,Napoli,Early Spring,1,private,"40.849919, 14.273609",3/15/2024
201438,7650852.0,0,4/19/2015,Host,4,I Centro Storico,1,1,Private room,3,130.0,7,5.0,4.86,4.71,5.0,5.0,4.5,4.83,0.07,Roma,Early Summer,1,private,"41.89522, 12.5071",6/15/2024
105597,5.7e+17,9,2/17/2017,Superhost,15,VIALE MONZA,1,1,Entire home,3,98.0,36,4.78,4.81,4.92,4.67,4.81,4.61,4.53,1.21,Milano,Early Autumn,1,private,"45.51628, 9.21764",9/15/2024
184479,40582107.0,46,10/3/2013,Superhost,4,I Centro Storico,3,3,Entire home,6,345.0,113,4.88,4.89,4.97,4.92,4.93,4.96,4.8,2.2,Roma,Early Spring,3,private,"41.895592, 12.472183",3/15/2024
75004,8.15e+17,119,4/18/2020,Superhost,2,TICINESE,0,0,Entire home,2,78.0,134,4.86,4.9,4.89,4.8,4.97,4.82,4.82,9.69,Milano,Early Spring,1,private,"45.45205768386321, 9.182570166197948",3/15/2024
115867,1.15e+18,23,7/27/2023,Superhost,4,ISOLA,2,1,Entire home,4,809.0,23,4.87,4.83,4.78,4.91,5.0,4.91,4.87,9.2,Milano,Early Autumn,1,private,"45.4898753, 9.1838104",9/15/2024
145345,8.72e+17,3,11/15/2022,Host,152,San Ferdinando,2,1,Entire home,4,154.0,4,4.0,4.5,4.25,4.25,4.0,5.0,4.25,0.31,Napoli,Early Autumn,3,private,"40.8343608, 14.2426107",9/15/2024
193154,8.75e+17,19,7/13/2012,Host,20,I Centro Storico,1,1,Private room,2,72.0,19,4.89,5.0,5.0,4.84,5.0,4.79,4.89,1.74,Roma,Early Spring,1,private,"41.89408308629715, 12.506103292107582",3/15/2024
40783,1.17e+18,4,6/29/2023,Host,4,Centro Storico,3,2,Entire home,6,104.0,4,4.5,4.5,4.75,5.0,4.25,5.0,4.75,2.07,Firenze,Early Autumn,1,private,"43.76476628212498, 11.260468661785126",9/15/2024
21237,4205398.0,53,9/26/2014,Superhost,1,Centro Storico,2,2,Entire home,4,150.0,358,4.76,4.85,4.7,4.77,4.82,4.98,4.85,3.05,Firenze,Early Summer,2,private,"43.7702, 11.25533",6/15/2024
159368,36173459.0,94,6/28/2019,Superhost,1,XIII Aurelia,2,1,Entire home,4,65.0,363,4.87,4.89,4.81,4.92,4.93,4.68,4.76,6.68,Roma,Early Winter,1,private,"41.89469, 12.43987",12/15/2024
58419,9.14e+17,45,9/24/2016,Superhost,2,CENTRALE,1,1,Entire home,4,84.0,45,4.93,4.96,4.93,4.89,5.0,4.87,4.8,7.63,Milano,Early Winter,1,private,"45.4832499, 9.2038139",12/15/2024
163607,53390804.0,26,4/11/2013,Superhost,19,XII Monte Verde,1,1,Entire home,3,83.0,31,4.87,4.9,4.71,5.0,4.97,4.94,4.84,1.3,Roma,Early Winter,2,private,"41.88235, 12.47058",12/15/2024
277267,25245252.0,10,5/8/2018,Host,4,Castello,3,2,Entire home,6,208.0,94,4.85,4.9,4.89,4.89,4.95,4.97,4.81,1.24,Venezia,Early Autumn,2,private,"45.43474, 12.34148",9/15/2024
175493,5325308.0,34,2/11/2015,Host,7,I Centro Storico,3,2,Entire home,5,130.0,254,4.74,4.86,4.86,4.78,4.77,4.87,4.74,2.63,Roma,Early Spring,2,private,"41.89722, 12.50015",3/15/2024
30308,1.13e+18,5,1/29/2012,Superhost,25,Centro Storico,8,2,Entire home,7,272.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Firenze,Early Summer,2,private,"43.7751354, 11.252501",6/15/2024
268019,3452436.0,3,6/29/2014,Host,2,Castello,1,1,Entire home,3,137.0,98,4.73,4.7,4.72,4.93,4.92,4.91,4.67,0.82,Venezia,Early Summer,2,private,"45.43274, 12.35386",6/15/2024
274396,1.09e+18,15,4/23/2016,Superhost,44,Piave 1860,2,2,Entire home,3,105.0,15,4.73,4.67,4.6,4.8,4.93,4.4,4.67,4.33,Venezia,Early Summer,1,private,"45.487326356457, 12.231451180125305",6/15/2024
27406,7.91e+17,1,12/19/2015,Host,6,Centro Storico,2,1,Entire home,2,150.0,9,4.22,4.0,4.44,4.33,4.22,4.89,4.22,0.55,Firenze,Early Summer,1,private,"43.7737496, 11.2626305",6/15/2024
159760,38308531.0,1,6/21/2019,Superhost,2,X Ostia/Acilia,4,2,Entire home,5,65.0,25,4.92,4.92,4.88,4.96,5.0,4.88,4.88,0.48,Roma,Early Winter,1,private,"41.73089, 12.27479",12/15/2024
181145,25829089.0,26,9/28/2017,Superhost,3,I Centro Storico,1,1,Private room,1,40.0,97,4.93,4.95,4.94,4.96,4.9,4.75,4.87,1.38,Roma,Early Spring,1,shared,"41.9229, 12.45862",3/15/2024
26177,5.85e+17,17,3/18/2022,Superhost,1,Campo di Marte,2,1,Entire home,3,106.0,52,4.79,4.79,4.81,4.85,4.81,4.5,4.73,1.94,Firenze,Early Summer,1,private,"43.78022, 11.30241",6/15/2024
164184,5.64e+17,62,10/12/2018,Host,31,I Centro Storico,1,1,Entire home,2,114.0,133,4.57,4.71,4.62,4.53,4.69,4.91,4.53,6.21,Roma,Early Winter,1,private,"41.89726, 12.47099",12/15/2024
268115,4475421.0,6,9/15/2014,Superhost,2,San Lorenzo XXV Aprile,4,2,Entire home,4,100.0,65,4.85,4.95,4.98,4.92,4.94,4.78,4.75,0.59,Venezia,Early Summer,1,private,"45.48726, 12.25064",6/15/2024
96539,1.11e+18,2,6/6/2016,Superhost,24,PADOVA,4,2,Entire home,6,157.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.81,Milano,Early Summer,1,private,"45.5075787, 9.2502618",6/15/2024
238940,52733368.0,0,10/11/2021,Host,1,I Centro Storico,3,2,Entire home,4,194.0,5,4.8,5.0,5.0,5.0,4.8,4.8,4.6,0.17,Roma,Early Autumn,1,private,"41.90985, 12.44917",9/15/2024
61344,25128343.0,0,7/25/2017,Host,1,BANDE NERE,1,0,Entire home,2,150.0,7,4.86,5.0,5.0,5.0,5.0,4.57,4.86,0.1,Milano,Early Spring,1,private,"45.45584, 9.14695",3/15/2024
181005,25123057.0,0,5/14/2018,Host,4,XV Cassia/Flaminia,6,3,Entire home,10,170.0,5,4.4,5.0,4.8,5.0,5.0,4.2,4.2,0.07,Roma,Early Spring,3,private,"42.0549, 12.30453",3/15/2024
110728,9.33e+17,39,12/7/2021,Superhost,19,BUENOS AIRES - VENEZIA,3,2,Entire home,6,273.0,60,4.87,4.87,4.88,4.92,4.85,4.73,4.78,4.18,Milano,Early Autumn,1,private,"45.47836059999999, 9.2182964",9/15/2024
117010,1.22e+18,1,9/24/2013,Host,437,MAGENTA - S. VITTORE,1,1,Entire home,2,201.0,1,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,Milano,Early Autumn,1,private,"45.458024, 9.1705739",9/15/2024
185311,44303427.0,19,10/17/2014,Superhost,4,IV Tiburtina,1,1,Entire home,2,65.0,54,4.8,4.81,4.93,4.91,4.83,4.26,4.59,1.38,Roma,Early Spring,1,private,"41.93026, 12.56771",3/15/2024
71493,8.53e+17,2,7/21/2014,Host,487,TICINESE,4,2,Entire home,7,180.0,2,4.0,5.0,4.0,4.5,5.0,4.5,4.0,0.21,Milano,Early Spring,2,private,"45.45073415784573, 9.179782611531328",3/15/2024
20347,9084603.0,71,10/23/2015,Superhost,5,Centro Storico,5,2,Entire home,7,154.0,388,4.72,4.74,4.78,4.72,4.75,4.96,4.68,3.87,Firenze,Early Spring,1,private,"43.77175, 11.26081",3/15/2024
7696,6.6e+17,9,8/12/2013,Superhost,18,Centro Storico,1,1,Private room,1,57.0,14,4.79,5.0,4.93,5.0,5.0,4.93,4.71,0.82,Firenze,Early Winter,1,shared,"43.77983, 11.25406",12/15/2024
147440,1.11e+18,2,4/6/2023,Host,2,Zona Industriale,2,1,Entire home,4,55.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.34,Napoli,Early Autumn,1,private,"40.84989, 14.27784",9/15/2024
251923,1.16e+18,12,5/23/2024,Host,1,I Centro Storico,4,4,Entire home,8,203.0,12,4.67,4.92,4.58,4.42,4.67,4.58,4.58,3.83,Roma,Early Autumn,2,private,"41.90585, 12.49879",9/15/2024
154586,17982993.0,1,3/18/2015,Superhost,9,I Centro Storico,1,1,Hotel room,2,124.0,16,4.88,4.94,4.75,4.88,5.0,4.88,5.0,0.2,Roma,Early Winter,1,private,"41.89262, 12.50147",12/15/2024
135164,43858805.0,109,12/30/2018,Superhost,5,San Lorenzo,1,1,Entire home,2,84.0,345,4.82,4.88,4.88,4.96,4.96,4.37,4.77,7.15,Napoli,Early Summer,1,private,"40.85989, 14.26866",6/15/2024
155184,20221240.0,0,8/3/2017,Host,2,I Centro Storico,2,1,Entire home,4,159.0,95,4.73,4.81,4.62,4.95,4.88,4.8,4.73,1.23,Roma,Early Winter,2,private,"41.8782, 12.48219",12/15/2024
115632,1.14e+18,24,6/28/2017,Superhost,3,PORTA ROMANA,1,1,Entire home,2,149.0,24,4.92,4.92,4.88,5.0,4.92,4.88,4.79,5.81,Milano,Early Autumn,1,private,"45.44957, 9.19961",9/15/2024
197497,1.05e+18,1,2/18/2015,Host,1,IX Eur,0,1,Entire home,4,80.0,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.37,Roma,Early Spring,1,private,"41.79080964595525, 12.406758901500025",3/15/2024
146113,9.45e+17,5,5/4/2017,Host,142,San Lorenzo,2,1,Entire home,3,48.0,9,3.89,4.56,4.22,3.67,4.56,4.0,4.22,0.67,Napoli,Early Autumn,1,private,"40.85545, 14.26741",9/15/2024
132178,8.49e+17,26,11/12/2022,Host,3,San Lorenzo,2,3,Entire home,6,81.0,26,4.62,4.69,4.38,4.85,4.77,4.54,4.42,2.26,Napoli,Early Spring,2,private,"40.8555059, 14.2610608",3/15/2024
202849,12366450.0,87,2/28/2016,Host,3,II Parioli/Nomentano,3,1,Private room,2,45.0,447,4.5,4.66,4.72,4.73,4.74,4.2,4.53,4.53,Roma,Early Summer,1,shared,"41.89618662185983, 12.518887754284354",6/15/2024
191127,7.65e+17,1,9/4/2011,Host,96,I Centro Storico,2,1,Entire home,4,178.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.14,Roma,Early Spring,1,private,"41.8975476, 12.4793546",3/15/2024
93861,1e+18,1,2/13/2015,Host,547,XXII MARZO,2,1,Entire home,3,96.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.18,Milano,Early Summer,1,private,"45.4649366, 9.2223437",6/15/2024
268914,13627670.0,2,10/26/2014,Host,8,Castello,6,6,Entire home,12,550.0,12,4.58,4.33,4.67,4.83,4.5,4.92,4.42,0.18,Venezia,Early Summer,6,private,"45.43048, 12.35626",6/15/2024
145647,9.04e+17,36,6/1/2023,Host,1,Avvocata,1,1,Entire home,2,94.0,40,4.73,4.9,4.73,4.95,4.9,4.55,4.7,2.81,Napoli,Early Autumn,1,private,"40.8514937, 14.2466911",9/15/2024
165283,6.39e+17,55,3/14/2019,Superhost,1,II Parioli/Nomentano,4,2,Entire home,5,140.0,75,4.91,4.91,4.95,4.93,4.95,4.59,4.76,4.1,Roma,Early Winter,1,private,"41.89575, 12.51372",12/15/2024
278797,48325884.0,2,2/17/2021,Host,5,Favaro,1,1,Private room,2,96.0,4,4.75,4.75,5.0,5.0,5.0,4.75,4.5,0.11,Venezia,Early Autumn,1,private,"45.50339, 12.27483",9/15/2024
62863,6.23e+17,4,9/23/2014,Host,10,WASHINGTON,3,3,Entire home,4,400.0,5,5.0,5.0,5.0,4.6,5.0,4.8,5.0,0.36,Milano,Early Spring,3,private,"45.46155, 9.15532",3/15/2024
176962,10031886.0,25,12/16/2015,Superhost,1,XIII Aurelia,3,2,Entire home,4,165.0,119,4.87,4.86,4.81,4.86,4.87,4.8,4.76,1.19,Roma,Early Spring,2,private,"41.89673, 12.45788",3/15/2024
5178,37576228.0,0,5/12/2019,Host,2,Centro Storico,3,2,Entire home,10,150.0,5,4.6,5.0,4.8,4.6,4.2,4.4,4.4,0.1,Firenze,Early Winter,2,private,"43.77161, 11.24982",12/15/2024
197416,1.05e+18,3,2/4/2014,Superhost,8,XV Cassia/Flaminia,0,2,Entire home,7,51.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.06,Roma,Early Spring,2,private,"41.94271311217984, 12.47036605289602",3/15/2024
157609,29513913.0,13,9/27/2018,Host,2,VII San Giovanni/Cinecittà,3,2,Private room,2,45.0,53,4.7,4.83,4.83,4.72,4.81,4.36,4.62,0.86,Roma,Early Winter,1,private,"41.82022, 12.61657",12/15/2024
70354,53637020.0,0,12/2/2021,Host,1,DUOMO,1,1,Entire home,2,113.0,20,3.75,4.45,3.9,3.4,4.6,4.65,4.0,0.77,Milano,Early Spring,1,private,"45.45901, 9.17767",3/15/2024
15727,51440221.0,12,8/3/2021,Superhost,1,Centro Storico,2,2,Entire home,5,276.0,17,5.0,5.0,5.0,5.0,5.0,4.88,4.94,0.87,Firenze,Early Spring,1,private,"43.77712, 11.2399",3/15/2024
122602,7.64e+17,14,11/19/2022,Host,3,San Lorenzo,5,3,Entire home,7,85.0,14,4.57,4.86,4.64,4.79,4.93,4.36,4.64,1.49,Napoli,Early Winter,1,private,"40.85973, 14.26751",12/15/2024
17088,20239545.0,2,7/12/2013,Host,30,Centro Storico,2,1,Entire home,3,145.0,21,3.9,4.05,3.95,4.1,4.0,4.81,3.81,0.26,Firenze,Early Spring,1,private,"43.77491, 11.26274",3/15/2024
274890,429750.0,13,4/14/2012,Host,2,Dorsoduro,4,3,Entire home,4,225.0,82,4.65,4.73,4.49,4.71,4.89,4.88,4.71,0.59,Venezia,Early Autumn,1,private,"45.43193, 12.3223",9/15/2024
41660,1649780.0,45,8/30/2013,Superhost,2,S. CRISTOFORO,2,1,Entire home,4,78.0,107,4.84,4.84,4.77,4.93,4.96,4.54,4.69,2.2,Milano,Early Winter,1,private,"45.4404, 9.15926",12/15/2024
126640,1.04e+18,1,12/5/2023,Host,1,San Lorenzo,0,1,Entire home,4,115.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.36,Napoli,Early Spring,1,private,"40.85378479742837, 14.258250296115875",3/15/2024
132579,4612168.0,67,11/18/2014,Superhost,2,Porto,1,1,Entire home,2,76.0,548,4.83,4.89,4.82,4.93,4.92,4.94,4.83,4.73,Napoli,Early Summer,1,private,"40.84808, 14.25565",6/15/2024
96949,1.12e+18,8,7/9/2018,Superhost,22,DUOMO,2,1,Entire home,4,156.0,8,4.13,3.75,4.75,4.5,4.38,4.75,4.0,3.08,Milano,Early Summer,1,private,"45.4581629, 9.1862257",6/15/2024
108949,8.46e+17,17,3/12/2023,Superhost,2,TORTONA,2,1,Entire home,4,84.0,50,4.88,4.82,4.9,4.9,4.96,4.74,4.7,2.8,Milano,Early Autumn,1,private,"45.45433, 9.15673",9/15/2024
125418,1.01e+18,1,5/4/2017,Host,121,San Giuseppe,2,1,Entire home,6,149.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.25,Napoli,Early Spring,1,private,"40.84511332835665, 14.25411849943019",3/15/2024
197567,1.06e+18,14,12/27/2023,Host,1,I Centro Storico,3,2,Entire home,6,95.0,14,5.0,4.86,5.0,4.93,5.0,4.79,4.64,5.32,Roma,Early Spring,1,private,"41.8969962, 12.5050979",3/15/2024
60602,1.01e+18,4,8/10/2020,Host,2,GIAMBELLINO,1,1,Private room,2,80.0,4,5.0,4.75,5.0,5.0,5.0,4.5,4.5,2.31,Milano,Early Winter,1,shared,"45.4451062, 9.132221",12/15/2024
166765,7.35e+17,30,5/4/2022,Superhost,1,II Parioli/Nomentano,2,1,Entire home,4,82.0,30,4.7,4.7,4.57,4.87,4.93,4.63,4.6,4.62,Roma,Early Winter,1,private,"41.93722127461476, 12.512190510710218",12/15/2024
131638,7.89e+17,2,8/23/2015,Host,5,Chiaia,0,2,Entire home,4,137.0,4,4.75,4.75,5.0,5.0,5.0,4.5,4.5,0.27,Napoli,Early Spring,1,private,"40.8334121, 14.2254577",3/15/2024
125746,20845120.0,0,9/7/2017,Host,1,Chiaia,3,1,Entire home,4,100.0,9,4.56,4.67,5.0,4.78,5.0,5.0,4.67,0.11,Napoli,Early Spring,1,private,"40.83681, 14.24451",3/15/2024
134197,30464725.0,0,11/4/2018,Host,6,San Lorenzo,2,1,Private room,3,81.0,10,4.7,4.9,4.8,4.9,4.8,4.6,4.6,0.21,Napoli,Early Summer,1,private,"40.85436, 14.26596",6/15/2024
39033,9.72e+17,2,5/15/2018,Superhost,6,Centro Storico,1,1,Private room,2,120.0,3,5.0,5.0,5.0,5.0,5.0,5.0,4.33,0.24,Firenze,Early Autumn,1,private,"43.78525288156104, 11.233335986285848",9/15/2024
58436,9.17e+17,6,3/1/2016,Host,1,PARCO LAMBRO - CIMIANO,1,1,Private room,1,42.0,6,4.83,5.0,4.83,5.0,4.83,5.0,4.67,1.12,Milano,Early Winter,1,private,"45.49402, 9.23381",12/15/2024
250191,1.12e+18,3,8/23/2014,Superhost,67,I Centro Storico,2,1,Entire home,4,281.0,3,4.67,4.67,4.67,5.0,5.0,4.67,4.67,0.66,Roma,Early Autumn,2,private,"41.8927696, 12.4780919",9/15/2024
97773,1.14e+18,4,6/24/2022,Host,122,GUASTALLA,2,1,Entire home,4,144.0,4,4.75,4.5,4.5,4.75,4.5,4.5,4.5,2.67,Milano,Early Summer,1,private,"45.4591688, 9.2003801",6/15/2024
133860,26057659.0,9,5/3/2017,Host,11,Vicaria,1,1,Private room,2,54.0,67,4.58,4.72,4.51,4.85,4.87,4.37,4.54,0.93,Napoli,Early Summer,1,private,"40.85589, 14.27517",6/15/2024
198392,91713.0,0,9/9/2010,Host,1,V Prenestino/Centocelle,2,1,Private room,4,79.0,49,4.65,4.79,4.9,4.74,4.77,4.02,4.72,0.33,Roma,Early Summer,1,private,"41.89505, 12.54556",6/15/2024
14175,8.5e+17,10,12/21/2022,Host,11,Campo di Marte,1,1,Entire home,2,73.0,10,4.9,4.9,4.8,5.0,5.0,4.5,4.8,0.84,Firenze,Early Spring,1,private,"43.7665499, 11.3118594",3/15/2024
268852,13138290.0,37,5/18/2016,Host,11,Piave 1860,4,1,Private room,6,45.0,176,4.6,4.59,4.69,4.63,4.45,4.56,4.56,1.81,Venezia,Early Summer,0,private,"45.49096, 12.23711",6/15/2024
203254,14024883.0,92,9/5/2014,Host,34,I Centro Storico,2,1,Private room,3,40.0,525,4.48,4.65,4.56,4.77,4.75,4.68,4.59,5.46,Roma,Early Summer,2,shared,"41.89182, 12.50893",6/15/2024
169897,8.93e+17,24,11/24/2015,Host,5,V Prenestino/Centocelle,1,1,Private room,2,40.0,24,4.58,4.67,4.38,4.83,4.79,4.29,4.5,3.64,Roma,Early Winter,1,shared,"41.87630195444983, 12.57073355780762",12/15/2024
30482,1.15e+18,3,4/8/2024,Host,2,Centro Storico,0,2,Entire home,3,122.0,3,5.0,4.67,5.0,5.0,5.0,5.0,5.0,3.0,Firenze,Early Summer,1,private,"43.77186534469119, 11.241049853848994",6/15/2024
182672,32662308.0,48,4/28/2014,Host,18,I Centro Storico,3,2,Entire home,4,166.0,160,4.7,4.76,4.77,4.79,4.79,4.97,4.69,2.63,Roma,Early Spring,2,private,"41.89794, 12.46911",3/15/2024
31900,8513998.0,3,10/7/2013,Superhost,12,Centro Storico,9,5,Entire home,16,478.0,49,4.96,5.0,4.96,5.0,5.0,5.0,4.98,0.49,Firenze,Early Autumn,4,private,"43.76698, 11.25916",9/15/2024
238121,50373737.0,71,1/25/2013,Superhost,2,I Centro Storico,3,2,Entire home,6,190.0,186,4.94,4.93,4.98,4.97,4.97,4.97,4.88,5.49,Roma,Early Autumn,2,private,"41.90351, 12.45963",9/15/2024
20453,46520.0,8,2/7/2011,Host,41,Centro Storico,2,1,Private room,3,138.0,104,4.72,4.83,4.86,4.96,4.93,4.86,4.77,0.62,Firenze,Early Summer,1,private,"43.77699, 11.25216",6/15/2024
142964,43495034.0,0,7/22/2013,Host,3,Zona Industriale,4,3,Entire home,7,180.0,16,4.88,4.94,4.94,4.81,5.0,4.5,4.88,0.4,Napoli,Early Autumn,2,private,"40.85316, 14.27077",9/15/2024
93327,9.78e+17,20,9/11/2023,Superhost,4,GARIBALDI REPUBBLICA,2,1,Entire home,4,168.0,20,4.9,5.0,5.0,5.0,5.0,5.0,4.89,4.48,Milano,Early Summer,1,private,"45.485867, 9.197621",6/15/2024
97726,1.14e+18,4,5/30/2012,Host,155,LORETO,1,1,Entire home,4,104.0,4,4.25,4.75,4.0,4.75,4.75,4.5,4.25,1.97,Milano,Early Summer,1,private,"45.48913, 9.21335",6/15/2024
265916,38563576.0,26,5/17/2016,Superhost,19,Cannaregio,3,2,Entire home,6,155.0,82,4.78,4.69,4.58,4.83,4.92,4.94,4.6,1.53,Venezia,Early Spring,1,private,"45.446, 12.32695",3/15/2024
224362,1.12e+18,7,3/22/2024,Host,1,VI Roma delle Torri,4,2,Entire home,6,132.0,7,4.57,4.57,4.86,4.71,4.86,4.57,4.29,3.33,Roma,Early Summer,1,private,"41.866151563502086, 12.584885051910916",6/15/2024
79466,3058694.0,15,5/13/2014,Superhost,2,GALLARATESE,2,1,Private room,1,52.0,40,4.9,4.76,4.89,4.87,4.92,4.71,4.84,0.36,Milano,Early Summer,0,private,"45.50521, 9.09851",6/15/2024
215163,7.08e+17,11,3/3/2015,Host,19,I Centro Storico,2,1,Entire home,4,142.0,12,4.58,4.67,4.75,4.67,4.58,4.83,4.5,0.56,Roma,Early Summer,1,private,"41.91432, 12.4538",6/15/2024
254759,12753082.0,4,6/14/2012,Host,131,Cannaregio,3,2,Entire home,6,238.0,54,4.37,4.48,4.57,4.52,4.65,4.67,4.39,0.64,Venezia,Early Winter,3,private,"45.44176, 12.34045",12/15/2024
130858,9.17e+17,4,6/19/2023,Host,1,Posillipo,1,1,Entire home,4,102.0,4,4.5,4.75,4.25,4.5,4.75,4.25,4.5,0.49,Napoli,Early Spring,2,private,"40.8078184, 14.1977789",3/15/2024
281890,1.19e+18,1,6/26/2024,Host,4,Piave 1860,2,1,Private room,2,66.0,1,3.0,4.0,2.0,5.0,5.0,4.0,3.0,0.63,Venezia,Early Autumn,1,shared,"45.486932227013774, 12.22686926059876",9/15/2024
149857,2616929.0,4,5/12/2013,Superhost,38,I Centro Storico,1,1,Entire home,4,95.0,167,4.63,4.7,4.64,4.74,4.81,4.93,4.64,1.44,Roma,Early Winter,1,private,"41.89923, 12.46974",12/15/2024
277101,23838849.0,0,10/11/2017,Host,1,Giudecca,2,1,Entire home,4,152.5,9,5.0,5.0,5.0,4.89,4.89,5.0,5.0,0.11,Venezia,Early Autumn,2,private,"45.42551, 12.32694",9/15/2024
135172,43907505.0,4,6/23/2020,Superhost,2,Chiaia,2,1,Entire home,4,140.0,11,4.91,4.82,4.91,4.82,4.73,4.91,4.64,0.34,Napoli,Early Summer,1,private,"40.837273, 14.244026",6/15/2024
164716,6.01e+17,4,3/21/2019,Host,1,III Monte Sacro,2,1,Entire home,4,90.0,8,4.38,4.63,3.63,4.88,5.0,4.38,4.13,0.46,Roma,Early Winter,1,private,"41.94585, 12.51275",12/15/2024
60960,1.03e+18,2,7/21/2014,Host,457,DUOMO,1,1,Entire home,2,66.0,2,3.5,3.5,4.5,5.0,4.0,5.0,3.5,2.0,Milano,Early Winter,1,private,"45.46049109326459, 9.188275220550988",12/15/2024
263823,1.06e+18,1,2/16/2023,Superhost,11,Cannaregio,1,1,Private room,1,101.0,1,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.75,Venezia,Early Spring,1,private,"45.44383255582596, 12.338917119110109",3/15/2024
85295,49227695.0,0,2/11/2013,Superhost,65,DUOMO,1,1,Entire home,2,198.0,5,5.0,4.8,5.0,4.8,4.8,5.0,4.8,0.13,Milano,Early Summer,1,private,"45.46157, 9.1952",6/15/2024
190832,7.49e+17,46,10/22/2019,Superhost,1,XIII Aurelia,2,2,Entire home,6,159.0,48,4.96,4.96,4.9,4.96,5.0,4.79,4.94,3.88,Roma,Early Spring,2,private,"41.90329686433507, 12.438502052917467",3/15/2024
208695,37177716.0,0,7/6/2019,Host,4,I Centro Storico,1,1,Private room,2,296.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05,Roma,Early Summer,1,private,"41.90113, 12.47746",6/15/2024
92807,9.54e+17,28,9/12/2021,Superhost,3,UMBRIA - MOLISE,2,0,Entire home,4,103.0,28,4.71,4.71,4.86,4.93,4.89,4.68,4.71,2.99,Milano,Early Summer,1,private,"45.4481298, 9.2159131",6/15/2024
151716,7796394.0,1,8/10/2015,Host,1,XIII Aurelia,4,2,Entire home,5,71.0,81,4.78,4.81,4.85,4.94,4.9,4.68,4.86,0.8,Roma,Early Winter,1,private,"41.90167, 12.42817",12/15/2024
61205,54069348.0,82,2/29/2012,Host,7,DUOMO,2,1,Entire home,4,190.0,109,4.9,4.89,4.91,4.79,4.88,4.87,4.72,5.23,Milano,Early Spring,1,private,"45.45939, 9.17742",3/15/2024
138673,9.79e+17,27,9/12/2023,Host,1,Vicaria,3,3,Entire home,8,110.0,27,4.44,4.69,4.54,4.69,4.73,4.23,4.5,2.98,Napoli,Early Summer,2,private,"40.8550697, 14.271471",6/15/2024
90785,8.56e+17,0,7/22/2013,Host,2,XXII MARZO,0,1,Private room,2,150.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.07,Milano,Early Summer,1,shared,"45.4620863, 9.2179146",6/15/2024
105231,53672389.0,1,12/4/2021,Host,2,DE ANGELI - MONTE ROSA,2,1,Entire home,4,110.0,10,5.0,5.0,4.8,5.0,5.0,4.9,4.3,0.3,Milano,Early Autumn,1,private,"45.46935, 9.15227",9/15/2024
230262,13542880.0,0,6/4/2016,Host,3,I Centro Storico,2,1,Entire home,4,277.0,16,4.69,4.69,4.81,5.0,4.8,4.93,4.6,0.16,Roma,Early Autumn,1,private,"41.90851, 12.45479",9/15/2024
239733,5.64e+17,11,3/8/2016,Host,22,I Centro Storico,2,2,Entire home,5,159.0,27,4.07,4.15,3.89,4.37,4.37,4.85,4.0,0.9,Roma,Early Autumn,2,private,"41.89687, 12.46901",9/15/2024
50733,51315614.0,3,2/13/2015,Host,540,GARIBALDI REPUBBLICA,2,1,Entire home,4,91.0,4,4.75,5.0,5.0,4.0,4.75,4.5,4.75,0.14,Milano,Early Winter,2,private,"45.482201, 9.187355",12/15/2024
51937,5.74e+17,38,3/2/2022,Superhost,3,BUENOS AIRES - VENEZIA,2,1,Entire home,4,279.0,54,5.0,4.94,4.83,4.98,5.0,5.0,4.91,2.56,Milano,Early Winter,2,private,"45.474697, 9.207703",12/15/2024
