,Listings id,Last year reviews,Host since,Host is superhost,Host number of listings,Neighbourhood,Beds number,Bedrooms number,Property type,Maximum allowed guests,Price,Total reviews,Rating score,Accuracy score,Cleanliness score,Checkin score,Communication score,Location score,Value for money score,Reviews per month,City,Season,Bathrooms number,Bathrooms type,Coordinates,Date of scraping
215285,7.26e+17,13,9/29/2015,Host,1,II Parioli/Nomentano,1,1,Entire home,2,90.0,26,4.5,4.6,4.04,4.68,4.92,4.12,4.36,1.27,Roma,Early Summer,1,private,"41.89403, 12.52599",6/15/2024
198113,1.09e+18,2,2/15/2017,Host,13,I Centro Storico,3,1,Private room,4,101.0,2,4.5,4.5,5.0,5.0,4.5,4.5,4.5,2.0,Roma,Early Spring,1,private,"41.90739, 12.50215",3/15/2024
199406,1770136.0,57,5/28/2012,Superhost,13,I Centro Storico,1,1,Entire home,2,130.0,376,4.68,4.71,4.84,4.62,4.73,4.94,4.59,2.9,Roma,Early Summer,1,private,"41.89295, 12.48055",6/15/2024
21411,5429177.0,9,2/20/2012,Superhost,2,Centro Storico,2,2,Entire home,4,165.0,82,4.91,4.93,4.93,4.91,4.99,4.98,4.88,0.73,Firenze,Early Summer,1,private,"43.76738, 11.25923",6/15/2024
193557,8.92e+17,22,2/19/2016,Host,2,IV Tiburtina,0,1,Entire home,2,77.0,22,4.64,4.68,4.55,4.86,4.86,4.36,4.45,2.15,Roma,Early Spring,1,private,"41.9306883, 12.5699829",3/15/2024
168627,8.42e+17,21,3/7/2023,Superhost,1,XII Monte Verde,3,2,Entire home,4,108.0,21,4.86,4.95,4.86,4.9,4.95,4.33,4.57,2.53,Roma,Early Winter,1,private,"41.869631725405895, 12.456379784231252",12/15/2024
72025,9.96e+17,3,3/23/2016,Host,3,LORETO,1,1,Entire home,2,103.0,3,5.0,5.0,5.0,5.0,5.0,5.0,4.67,0.55,Milano,Early Spring,1,private,"45.4885198355616, 9.220140485592305",3/15/2024
31179,2436306.0,0,2/21/2014,Host,6,Centro Storico,4,2,Entire home,6,156.0,102,4.64,4.75,4.57,4.76,4.87,4.96,4.71,0.81,Firenze,Early Autumn,2,private,"43.77302, 11.25939",9/15/2024
104764,51918910.0,3,4/9/2015,Host,3,TICINESE,2,2,Entire home,4,200.0,22,4.95,4.91,4.95,4.86,5.0,4.91,4.68,0.61,Milano,Early Autumn,1,private,"45.44754, 9.17959",9/15/2024
49041,41343616.0,4,3/31/2015,Superhost,3,LORETO,1,1,Entire home,4,88.0,34,4.79,4.82,4.71,4.91,4.94,4.59,4.65,0.72,Milano,Early Winter,1,private,"45.48804, 9.22418",12/15/2024
30687,84829.0,26,3/26/2011,Superhost,2,Centro Storico,2,1,Entire home,4,149.0,154,4.95,4.98,4.97,4.99,4.98,4.99,4.92,0.95,Firenze,Early Autumn,1,private,"43.77358, 11.25723",9/15/2024
109766,8.69e+17,3,7/13/2012,Host,137,TICINESE,1,1,Entire home,4,534.0,7,4.29,4.43,5.0,4.43,4.71,4.29,4.14,0.41,Milano,Early Autumn,1,private,"45.45316974761671, 9.179342666131571",9/15/2024
44677,17427209.0,0,10/27/2014,Host,2,GARIBALDI REPUBBLICA,2,1,Entire home,4,140.0,1,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0.01,Milano,Early Winter,2,private,"45.48157, 9.19124",12/15/2024
124838,1.01e+18,3,11/8/2022,Host,6,Vicaria,1,1,Private room,2,78.0,3,5.0,5.0,5.0,4.67,5.0,5.0,5.0,2.05,Napoli,Early Winter,1,private,"40.85543392952884, 14.271439723670484",12/15/2024
116013,1.16e+18,4,8/21/2016,Host,1,SELINUNTE,1,1,Entire home,4,112.0,4,4.75,5.0,4.75,4.75,5.0,4.0,4.25,1.26,Milano,Early Autumn,1,private,"45.474175, 9.1415323",9/15/2024
128705,54019162.0,0,3/9/2019,Host,2,Avvocata,3,2,Entire home,4,80.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.09,Napoli,Early Spring,1,private,"40.847347, 14.245384",3/15/2024
194197,9.14e+17,23,4/18/2023,Superhost,1,IX Eur,2,1,Entire home,4,120.0,23,4.96,4.96,4.96,4.96,4.96,4.96,4.91,2.53,Roma,Early Spring,1,private,"41.80011637257383, 12.44784232397122",3/15/2024
159728,38457367.0,52,6/6/2013,Superhost,1,V Prenestino/Centocelle,1,1,Entire home,2,53.0,167,4.87,4.89,4.92,4.93,4.95,4.6,4.74,3.26,Roma,Early Winter,1,private,"41.88914, 12.53315",12/15/2024
43462,8626252.0,0,6/18/2015,Host,5,MAGENTA - S. VITTORE,2,1,Entire home,4,80.0,10,4.5,4.6,3.9,4.9,4.9,4.9,4.7,0.1,Milano,Early Winter,1,private,"45.46048, 9.17185",12/15/2024
36773,6.75e+17,56,4/1/2019,Superhost,1,Rifredi,3,2,Entire home,6,109.0,106,5.0,5.0,5.0,4.99,5.0,4.94,4.96,4.46,Firenze,Early Autumn,1,private,"43.78586989573634, 11.24985784292221",9/15/2024
244900,9.05e+17,7,5/23/2019,Host,1,II Parioli/Nomentano,2,1,Entire home,4,200.0,7,4.43,4.57,4.71,4.71,5.0,4.86,4.29,0.64,Roma,Early Autumn,1,private,"41.92801306918874, 12.482985781616486",9/15/2024
23809,29927065.0,19,9/7/2014,Superhost,14,Centro Storico,2,2,Entire home,4,145.0,28,4.61,4.64,4.86,4.79,4.96,4.86,4.61,0.42,Firenze,Early Summer,1,private,"43.77348, 11.24459",6/15/2024
235957,39028254.0,1,11/30/2017,Superhost,5,II Parioli/Nomentano,3,2,Entire home,5,216.0,9,4.67,4.89,4.89,5.0,4.89,4.89,4.78,0.15,Roma,Early Autumn,2,private,"41.91992, 12.50129",9/15/2024
44958,18487598.0,27,4/30/2017,Superhost,3,AFFORI,3,2,Entire home,5,141.0,122,4.92,4.96,4.97,4.97,4.96,4.73,4.84,1.52,Milano,Early Winter,1,private,"45.52156, 9.17289",12/15/2024
230776,15506621.0,42,10/14/2016,Superhost,1,VII San Giovanni/Cinecittà,4,3,Entire home,5,145.0,207,4.85,4.94,4.89,4.95,4.96,4.77,4.83,2.21,Roma,Early Autumn,1,private,"41.87857, 12.51936",9/15/2024
167000,7.44e+17,0,10/23/2022,Host,4,X Ostia/Acilia,2,1,Entire home,3,80.0,1,5.0,4.0,4.0,5.0,5.0,5.0,5.0,0.08,Roma,Early Winter,1,private,"41.78943, 12.39357",12/15/2024
194122,9.13e+17,13,11/30/2021,Host,3,XIII Aurelia,0,1,Entire home,4,103.0,13,4.38,4.85,4.46,4.69,4.38,4.15,4.23,1.4,Roma,Early Spring,1,private,"41.8962973, 12.4403317",3/15/2024
77502,8.66e+17,14,5/23/2016,Superhost,2,DE ANGELI - MONTE ROSA,3,1,Entire home,4,110.0,14,5.0,5.0,5.0,4.93,5.0,4.79,4.86,1.24,Milano,Early Spring,1,private,"45.4735326, 9.1458048",3/15/2024
244549,8.9e+17,0,2/23/2023,Host,3,I Centro Storico,3,1,Entire home,5,380.0,1,5.0,5.0,4.0,5.0,5.0,5.0,4.0,0.07,Roma,Early Autumn,1,private,"41.902780205838624, 12.487498621581008",9/15/2024
279342,5.49e+17,12,4/22/2013,Superhost,63,Cannaregio,1,1,Entire home,2,368.0,31,4.94,4.87,4.84,4.87,4.9,4.94,4.71,1.09,Venezia,Early Autumn,1,private,"45.44163, 12.33218",9/15/2024
121707,5.98e+17,39,4/4/2022,Superhost,1,San Lorenzo,1,1,Entire home,2,116.0,58,4.84,4.79,4.81,4.81,4.95,4.91,4.79,2.92,Napoli,Early Winter,2,private,"40.85077, 14.25285",12/15/2024
52524,6.21e+17,53,5/6/2022,Host,1,LORETO,2,1,Entire home,3,81.0,89,4.53,4.71,4.59,4.8,4.9,4.63,4.47,4.62,Milano,Early Winter,1,private,"45.495026, 9.219179",12/15/2024
41970,2730121.0,13,1/18/2014,Superhost,1,BUENOS AIRES - VENEZIA,1,1,Entire home,2,120.0,149,4.89,4.95,4.95,4.94,4.97,4.82,4.85,1.41,Milano,Early Winter,1,private,"45.483, 9.2115",12/15/2024
24018,32587706.0,82,8/1/2018,Superhost,5,Centro Storico,1,1,Entire home,2,81.0,280,4.81,4.86,4.84,4.9,4.91,4.66,4.74,4.42,Firenze,Early Summer,1,private,"43.78053, 11.24389",6/15/2024
181215,25969564.0,0,6/6/2018,Host,6,I Centro Storico,1,1,Private room,2,159.0,1,4.0,4.0,4.0,4.0,4.0,5.0,4.0,0.01,Roma,Early Spring,1,private,"41.89509, 12.47318",3/15/2024
233895,28977392.0,0,3/3/2014,Host,2,VIII Appia Antica,2,1,Entire home,3,100.0,151,4.68,4.79,4.74,4.84,4.97,4.64,4.7,2.1,Roma,Early Autumn,1,private,"41.87295, 12.4792",9/15/2024
234587,32043851.0,48,1/11/2016,Superhost,1,I Centro Storico,3,2,Entire home,4,166.0,227,4.98,4.99,4.99,4.98,5.0,4.86,4.96,3.33,Roma,Early Autumn,2,private,"41.89393, 12.50468",9/15/2024
22473,16619925.0,1,1/3/2017,Host,1,Centro Storico,1,3,Entire home,4,180.0,22,4.59,4.86,4.68,4.91,4.95,4.82,4.82,0.25,Firenze,Early Summer,2,private,"43.77257, 11.25815",6/15/2024
190626,7.34e+17,4,10/9/2022,Host,1,XIV Monte Mario,2,1,Entire home,3,90.0,7,4.86,5.0,4.86,5.0,5.0,4.71,4.86,0.46,Roma,Early Spring,1,private,"41.93469169999999, 12.441695",3/15/2024
126659,21693783.0,12,1/14/2013,Host,80,Pendino,2,1,Entire home,2,102.0,65,4.28,4.51,4.57,4.77,4.8,4.86,4.22,0.85,Napoli,Early Spring,1,private,"40.84718, 14.25751",3/15/2024
227114,2799528.0,3,12/8/2012,Host,5,I Centro Storico,1,1,Private room,1,100.0,198,4.16,4.34,4.32,4.56,4.62,4.49,4.2,1.57,Roma,Early Autumn,1,shared,"41.90548, 12.49973",9/15/2024
16906,1.04e+18,8,5/9/2017,Host,1,Campo di Marte,2,1,Entire home,3,69.0,8,4.75,4.8,4.8,5.0,5.0,4.8,4.8,2.82,Firenze,Early Spring,1,private,"43.7869877, 11.2633439",3/15/2024
119414,31071528.0,1,2/18/2015,Host,8,Vicaria,3,2,Entire home,7,150.0,20,4.8,4.9,4.8,4.85,4.9,4.8,4.75,0.35,Napoli,Early Winter,1,private,"40.85618, 14.27209",12/15/2024
253671,1389133.0,39,5/1/2013,Superhost,6,Castello,2,1,Entire home,4,153.0,226,4.87,4.85,4.89,4.96,4.97,4.93,4.76,1.82,Venezia,Early Winter,1,private,"45.43439, 12.34184",12/15/2024
87982,6.62e+17,121,7/2/2022,Superhost,1,XXII MARZO,0,1,Private room,1,50.0,202,4.84,4.86,4.54,4.96,4.99,4.93,4.77,8.45,Milano,Early Summer,2,shared,"45.46749519999999, 9.2118395",6/15/2024
200489,4839326.0,11,12/16/2014,Host,1,VIII Appia Antica,3,2,Entire home,5,130.0,60,4.77,4.84,4.88,4.81,4.77,4.49,4.77,0.56,Roma,Early Summer,2,private,"41.85679, 12.47113",6/15/2024
136168,5.94e+17,0,3/28/2022,Host,4,Mercato,1,1,Private room,2,80.0,9,4.89,4.89,4.89,4.89,4.89,4.67,4.78,0.36,Napoli,Early Summer,1,private,"40.8479, 14.27243",6/15/2024
218318,8.95e+17,1,10/12/2018,Host,51,II Parioli/Nomentano,2,1,Private room,2,117.0,5,3.8,4.0,4.0,3.8,3.8,3.8,3.6,0.39,Roma,Early Summer,1,private,"41.93046345954116, 12.467381460713195",6/15/2024
226901,2134276.0,27,12/29/2013,Host,5,II Parioli/Nomentano,3,3,Entire home,6,137.0,27,4.85,4.81,4.63,4.96,4.96,4.85,4.78,2.72,Roma,Early Autumn,1,private,"41.91711, 12.49915",9/15/2024
248705,1.07e+18,5,9/21/2016,Host,870,XII Monte Verde,2,2,Entire home,4,103.0,5,3.8,4.0,4.2,3.6,3.6,4.0,3.8,0.82,Roma,Early Autumn,2,private,"41.8758371684092, 12.45576574795482",9/15/2024
153537,13799335.0,0,7/1/2016,Host,1,XIII Aurelia,2,1,Entire home,4,120.0,47,4.49,4.61,4.61,4.89,4.85,4.09,4.7,0.52,Roma,Early Winter,1,private,"41.90671, 12.42102",12/15/2024
97407,1.13e+18,2,6/7/2016,Host,60,GUASTALLA,2,1,Entire home,4,128.0,2,3.5,4.0,4.5,3.5,4.5,4.5,3.0,0.95,Milano,Early Summer,1,private,"45.45552840000001, 9.2041139",6/15/2024
53764,7e+17,5,9/28/2014,Host,1,NAVIGLI,1,1,Entire home,2,260.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.61,Milano,Early Winter,1,private,"45.45026871859413, 9.16675653522048",12/15/2024
66460,9.23e+17,4,7/20/2013,Host,1,BANDE NERE,1,1,Entire home,2,76.0,4,4.75,5.0,4.75,5.0,5.0,5.0,4.75,0.71,Milano,Early Spring,1,private,"45.45467, 9.14845",3/15/2024
212305,53026446.0,29,9/29/2014,Superhost,6,I Centro Storico,1,1,Entire home,2,206.0,90,4.91,4.93,4.92,4.96,4.96,4.84,4.78,2.91,Roma,Early Summer,1,private,"41.88595581054688, 12.464676856994627",6/15/2024
59205,9.47e+17,22,10/17/2017,Host,3,LORETO,3,2,Entire home,6,96.0,22,4.73,4.64,4.73,4.86,4.91,3.45,4.73,4.89,Milano,Early Winter,1,private,"45.49493838436925, 9.2261789100389",12/15/2024
122525,7.53e+17,14,8/14/2016,Superhost,3,Montecalvario,2,1,Entire home,4,76.0,14,5.0,5.0,4.86,4.93,5.0,5.0,4.86,1.19,Napoli,Early Winter,1,private,"40.83990273917732, 14.24748994410038",12/15/2024
28597,9.25e+17,68,3/6/2015,Host,6,Centro Storico,3,2,Entire home,5,176.0,68,4.56,4.6,4.51,4.85,4.85,4.91,4.35,5.75,Firenze,Early Summer,2,private,"43.7655697, 11.2483672",6/15/2024
8171,7.18e+17,16,2/2/2016,Superhost,42,Centro Storico,4,2,Entire home,7,284.0,16,4.88,5.0,5.0,4.81,4.94,5.0,4.88,3.56,Firenze,Early Winter,2,private,"43.77192, 11.25927",12/15/2024
232608,23176852.0,9,2/7/2018,Host,4,VII San Giovanni/Cinecittà,2,1,Private room,2,1100.0,68,4.68,4.75,4.9,4.87,4.75,4.76,4.68,0.86,Roma,Early Autumn,1,shared,"41.88419, 12.51201",9/15/2024
258276,51594678.0,0,6/19/2021,Host,13,Castello,2,1,Entire home,4,201.0,9,3.89,3.22,4.22,4.0,3.67,4.56,4.22,0.33,Venezia,Early Winter,1,private,"45.430904, 12.355997",12/15/2024
23947,31866483.0,44,4/17/2015,Superhost,3,Centro Storico,2,2,Entire home,4,268.0,211,4.88,4.89,4.84,4.89,4.94,5.0,4.85,3.23,Firenze,Early Summer,1,private,"43.77164, 11.25459",6/15/2024
137497,8.58e+17,0,3/29/2023,Superhost,4,San Lorenzo,1,1,Private room,2,135.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.14,Napoli,Early Summer,1,shared,"40.85043, 14.25324",6/15/2024
30276,1.13e+18,15,4/2/2024,Host,1,Centro Storico,2,1,Entire home,4,123.0,15,4.93,4.93,5.0,5.0,5.0,5.0,5.0,7.63,Firenze,Early Summer,1,private,"43.7665657, 11.248051",6/15/2024
46430,25960816.0,0,9/21/2017,Host,4,MACIACHINI - MAGGIOLINA,1,1,Shared room,2,95.0,5,4.2,4.6,4.0,5.0,4.6,4.8,4.0,0.07,Milano,Early Winter,1,shared,"45.49992, 9.19379",12/15/2024
65052,9.18e+17,7,9/24/2013,Host,353,CORSICA,2,1,Entire home,4,100.0,7,4.43,4.71,4.86,4.57,4.29,4.71,4.57,0.83,Milano,Early Spring,1,private,"45.46475399255955, 9.231892780547897",3/15/2024
114983,1.12e+18,27,3/31/2024,Superhost,1,DUOMO,3,2,Entire home,4,273.0,27,5.0,4.96,4.96,5.0,5.0,5.0,4.85,5.29,Milano,Early Autumn,1,private,"45.4627489, 9.1959275",9/15/2024
156242,23892052.0,0,3/20/2018,Host,1,VI Roma delle Torri,4,2,Entire home,5,73.0,5,4.2,3.8,4.6,4.4,4.6,4.2,4.6,0.07,Roma,Early Winter,1,private,"41.86783, 12.58815",12/15/2024
85382,49507799.0,2,6/23/2015,Superhost,6,GUASTALLA,2,2,Entire home,4,500.0,3,5.0,5.0,4.67,5.0,5.0,5.0,5.0,0.23,Milano,Early Summer,1,private,"45.45597, 9.20319",6/15/2024
234103,29988048.0,0,8/29/2014,Host,7,II Parioli/Nomentano,3,2,Entire home,5,364.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,Roma,Early Autumn,2,private,"41.91354, 12.47449",9/15/2024
264039,42418890.0,7,10/24/2016,Superhost,9,San Marco,2,2,Entire home,4,290.0,18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.56,Venezia,Early Spring,2,private,"45.43481, 12.33206",3/15/2024
184333,40246535.0,38,7/23/2019,Host,10,I Centro Storico,4,3,Entire home,6,168.0,107,4.55,4.65,4.68,4.71,4.9,4.7,4.45,2.09,Roma,Early Spring,1,private,"41.9082, 12.4566",3/15/2024
172934,1.01e+18,1,11/8/2013,Host,1,XV Cassia/Flaminia,1,1,Private room,1,70.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.68,Roma,Early Winter,1,private,"41.94768915765192, 12.437720039255115",12/15/2024
159350,36159429.0,92,6/28/2019,Superhost,2,XIII Aurelia,3,2,Entire home,5,66.0,315,4.87,4.86,4.85,4.94,4.95,4.79,4.77,5.8,Roma,Early Winter,1,private,"41.89598, 12.44046",12/15/2024
118513,21906787.0,25,11/23/2017,Superhost,1,Fuorigrotta,1,1,Private room,2,69.0,40,4.88,4.93,4.88,4.85,4.83,4.6,4.73,0.59,Napoli,Early Winter,1,private,"40.82038, 14.18538",12/15/2024
100535,17488071.0,55,8/12/2015,Host,8,MACIACHINI - MAGGIOLINA,3,2,Entire home,4,72.0,465,4.68,4.78,4.75,4.8,4.79,4.69,4.71,5.09,Milano,Early Autumn,1,private,"45.4945, 9.20159",9/15/2024
230925,16249892.0,0,8/9/2010,Host,2,XIII Aurelia,2,1,Entire home,3,120.0,46,4.96,4.89,4.93,4.91,4.95,4.79,4.81,0.49,Roma,Early Autumn,1,private,"41.89613, 12.4536",9/15/2024
181257,26056743.0,10,4/2/2017,Superhost,5,II Parioli/Nomentano,4,2,Entire home,6,192.0,73,4.93,4.93,4.99,4.95,4.97,4.49,4.88,1.05,Roma,Early Spring,2,private,"41.89555, 12.51432",3/15/2024
211736,51186243.0,12,7/21/2021,Superhost,1,I Centro Storico,2,1,Entire home,4,123.0,34,4.91,4.97,4.85,4.97,5.0,4.85,4.85,1.36,Roma,Early Summer,2,private,"41.91043575012064, 12.446331270039082",6/15/2024
267003,25801428.0,44,6/6/2018,Superhost,2,Cannaregio,1,1,Entire home,2,121.0,210,4.77,4.84,4.84,4.89,4.92,4.84,4.7,3.08,Venezia,Early Spring,2,private,"45.44238, 12.32084",3/15/2024
71039,6.24e+17,0,10/11/2012,Host,5,GIAMBELLINO,1,1,Entire home,2,200.0,1,5.0,5.0,4.0,5.0,5.0,3.0,4.0,0.05,Milano,Early Spring,1,private,"45.45332, 9.14852",3/15/2024
37140,7.51e+17,0,7/25/2021,Host,25,Centro Storico,2,1,Private room,2,150.0,7,3.86,4.0,3.86,4.57,4.57,4.71,4.0,0.31,Firenze,Early Autumn,1,private,"43.78231, 11.26341",9/15/2024
215999,7.73e+17,0,12/2/2022,Host,11,I Centro Storico,2,2,Entire home,4,159.0,3,4.33,4.67,4.67,3.67,3.67,5.0,4.33,0.17,Roma,Early Summer,2,private,"41.90755049999999, 12.4801256",6/15/2024
1582,9402222.0,4,7/12/2013,Host,37,Centro Storico,2,1,Entire home,3,117.0,41,4.37,4.59,4.49,4.68,4.76,4.93,4.44,0.42,Firenze,Early Winter,1,private,"43.77741, 11.25646",12/15/2024
162755,51124903.0,0,4/30/2018,Host,7,I Centro Storico,1,1,Entire home,5,193.0,10,4.7,4.9,5.0,5.0,4.9,5.0,4.6,0.35,Roma,Early Winter,1,private,"41.891758, 12.468962",12/15/2024
180594,23611208.0,29,3/4/2018,Host,3,VII San Giovanni/Cinecittà,1,1,Entire home,6,120.0,120,4.77,4.78,4.76,4.75,4.91,4.5,4.6,1.64,Roma,Early Spring,2,private,"41.85719, 12.56956",3/15/2024
106362,6.34e+17,10,11/11/2017,Superhost,117,SARPI,1,1,Entire home,2,157.0,23,5.0,4.96,4.91,4.87,4.96,5.0,4.78,0.83,Milano,Early Autumn,1,private,"45.47923, 9.17412",9/15/2024
121243,52293804.0,0,10/15/2016,Host,1,San Ferdinando,1,1,Private room,2,70.0,11,5.0,5.0,4.91,5.0,5.0,5.0,4.91,0.4,Napoli,Early Winter,1,private,"40.837444, 14.245395",12/15/2024
47145,31524326.0,0,3/22/2013,Host,2,LORETO,1,1,Entire home,1,93.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05,Milano,Early Winter,1,private,"45.49317, 9.21761",12/15/2024
74364,7.52e+17,5,6/21/2015,Host,6,PARCO MONLUE' - PONTE LAMBRO,1,1,Entire home,2,118.0,6,4.17,4.5,4.33,4.5,4.33,4.17,4.17,0.37,Milano,Early Spring,1,private,"45.443674, 9.264866800000002",3/15/2024
183438,35985935.0,0,9/11/2012,Host,1,I Centro Storico,1,1,Private room,1,110.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02,Roma,Early Spring,1,shared,"41.90402, 12.50485",3/15/2024
122980,8.18e+17,14,2/2/2023,Superhost,2,San Carlo all'Arena,6,3,Entire home,6,108.0,14,4.79,4.93,4.86,4.71,4.93,3.93,4.5,1.39,Napoli,Early Winter,1,private,"40.87353, 14.2739",12/15/2024
111762,9.9e+17,2,3/2/2022,Host,21,ADRIANO,4,2,Entire home,6,151.0,2,4.5,5.0,4.0,5.0,5.0,5.0,5.0,0.23,Milano,Early Autumn,1,private,"45.50591703512626, 9.2375824050137",9/15/2024
122291,7.11e+17,34,5/12/2022,Host,25,San Carlo all'Arena,4,2,Entire home,8,91.0,48,4.94,4.85,4.9,4.83,4.96,4.63,4.79,3.1,Napoli,Early Winter,2,private,"40.85951, 14.25998",12/15/2024
218295,8.92e+17,14,5/6/2012,Host,17,VII San Giovanni/Cinecittà,2,2,Entire home,5,179.0,15,4.87,5.0,5.0,4.8,4.67,4.87,4.73,1.22,Roma,Early Summer,1,private,"41.88120903542045, 12.501551148725364",6/15/2024
147485,1.12e+18,1,3/18/2024,Host,5,Pendino,2,1,Private room,3,139.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.18,Napoli,Early Autumn,1,private,"40.8448, 14.25972",9/15/2024
192080,8.3e+17,14,2/14/2023,Host,3,I Centro Storico,1,1,Private room,2,88.0,16,4.75,4.69,4.75,4.81,5.0,4.88,4.63,1.25,Roma,Early Spring,1,private,"41.8795353, 12.4758881",3/15/2024
274645,1.13e+18,2,3/22/2024,Host,17,Villaggio San Marco,0,1,Private room,2,86.0,2,4.5,4.5,5.0,5.0,5.0,5.0,5.0,2.0,Venezia,Early Summer,1,private,"45.48345, 12.25625",6/15/2024
136220,6.07e+17,17,4/15/2022,Superhost,2,San Ferdinando,2,1,Entire home,4,234.0,46,4.87,4.85,4.89,4.98,4.98,4.89,4.83,1.78,Napoli,Early Summer,1,private,"40.83779, 14.24427",6/15/2024
230078,12899923.0,20,5/6/2016,Host,1,II Parioli/Nomentano,1,1,Entire home,3,126.0,90,4.53,4.79,4.68,4.89,4.82,4.51,4.59,0.89,Roma,Early Autumn,1,private,"41.91134, 12.49393",9/15/2024
134086,29293238.0,0,10/15/2018,Host,1,San Giuseppe,2,1,Entire home,2,100.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02,Napoli,Early Summer,1,private,"40.84555, 14.25008",6/15/2024
140410,3236026.0,21,6/4/2014,Superhost,9,San Lorenzo,7,3,Entire home,11,241.0,87,4.71,4.84,4.79,4.77,4.83,4.8,4.68,0.71,Napoli,Early Autumn,3,private,"40.84923, 14.25769",9/15/2024
237327,45132769.0,80,6/23/2012,Host,8,I Centro Storico,1,1,Private room,2,101.0,275,4.6,4.69,4.69,4.72,4.76,4.79,4.57,5.6,Roma,Early Autumn,1,private,"41.8969, 12.50119",9/15/2024
80896,12126167.0,0,2/13/2015,Host,547,NAVIGLI,1,0,Entire home,2,107.0,8,4.38,4.5,4.38,4.0,4.13,4.25,4.38,0.08,Milano,Early Summer,1,private,"45.44936, 9.17729",6/15/2024
255603,20652070.0,0,8/25/2017,Host,3,San Lorenzo XXV Aprile,3,2,Private room,3,24.0,80,4.91,4.93,4.93,4.98,4.94,4.81,4.9,1.05,Venezia,Early Winter,1,private,"45.4919, 12.22932",12/15/2024
43275,7061598.0,7,2/7/2012,Superhost,2,PORTA ROMANA,2,1,Entire home,2,150.0,125,4.98,5.0,4.98,5.0,5.0,4.9,4.91,1.24,Milano,Early Winter,1,private,"45.4493, 9.20178",12/15/2024
64114,9.81e+17,9,3/13/2023,Host,12,XXII MARZO,3,2,Entire home,6,99.0,9,5.0,4.88,4.88,5.0,5.0,4.88,5.0,2.31,Milano,Early Spring,1,private,"45.4613126, 9.2096293",3/15/2024
152266,9556558.0,0,11/20/2015,Host,1,I Centro Storico,2,1,Entire home,6,58.0,100,4.56,4.63,4.33,4.85,4.88,4.95,4.58,1.03,Roma,Early Winter,1,private,"41.90823, 12.476",12/15/2024
185278,44016652.0,7,9/4/2014,Host,7,I Centro Storico,1,1,Private room,2,102.0,68,4.81,4.88,4.88,4.91,4.76,4.75,4.81,1.51,Roma,Early Spring,1,shared,"41.89716, 12.50437",3/15/2024
67649,6.39e+17,0,12/11/2018,Host,223,DERGANO,1,1,Entire home,4,360.0,22,4.77,4.73,4.73,4.5,4.82,4.68,4.77,1.02,Milano,Early Spring,1,private,"45.49882, 9.1798",3/15/2024
45902,23838208.0,0,3/17/2015,Host,1,NIGUARDA - CA' GRANDA,3,2,Entire home,3,83.5,2,4.5,5.0,5.0,5.0,5.0,5.0,5.0,0.03,Milano,Early Winter,1,private,"45.52533, 9.20759",12/15/2024
45399,21273873.0,7,8/14/2015,Superhost,2,UMBRIA - MOLISE,2,1,Private room,1,83.0,15,5.0,5.0,5.0,4.93,5.0,5.0,5.0,0.72,Milano,Early Winter,1,shared,"45.44734, 9.21355",12/15/2024
252550,1.19e+18,1,1/24/2021,Host,1,I Centro Storico,1,1,Entire home,3,140.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,Roma,Early Autumn,1,private,"41.8889342, 12.4684448",9/15/2024
170574,9.14e+17,6,10/13/2017,Host,1,I Centro Storico,7,3,Entire home,14,360.0,6,4.83,5.0,4.83,5.0,5.0,5.0,4.83,1.58,Roma,Early Winter,5,private,"41.9092121, 12.458293",12/15/2024
216900,8.34e+17,24,4/5/2022,Host,1,XII Monte Verde,2,1,Entire home,2,110.0,38,4.61,4.66,4.74,4.84,4.89,4.58,4.42,2.51,Roma,Early Summer,1,private,"41.87795, 12.460155",6/15/2024
275986,12300684.0,0,4/8/2016,Superhost,3,Lido,2,1,Entire home,3,85.0,30,4.67,4.77,4.93,4.93,4.87,4.86,4.66,0.3,Venezia,Early Autumn,1,private,"45.41438, 12.37239",9/15/2024
168590,8.41e+17,27,8/7/2017,Host,4,VI Roma delle Torri,1,1,Entire home,2,50.0,27,4.67,4.81,4.7,4.7,4.67,4.07,4.67,3.68,Roma,Early Winter,1,private,"41.8651441, 12.6358791",12/15/2024
280688,9.34e+17,3,5/11/2021,Host,449,Piave 1860,2,1,Entire home,4,101.0,3,4.0,4.67,4.0,3.33,4.0,4.67,3.67,0.43,Venezia,Early Autumn,1,private,"45.48182172917211, 12.240190037589416",9/15/2024
